site;plot;Pre-disturbance management;Post-disturbance management;Years since disturbance;Disturbance agent;Elevation;Aridity Change;HLI;Late-successional WDensity;Early-successional WDensity;Pioneer WDensity;Total WDensity;Pioneer RawDensity;Early-successional RawDensity;Late-successional RawDensity;Total RawDensity;Pre_Density;Pre_Sp1;Pre_Sp2;WDensity_Sp1;WDensity_Sp2
Bazi mire;63_7_1_5;Y;Intensive;27;Fire;13,83796326;0,01976894;0,537669007;0;1465,217096;0;1465,217096;0;1600;0;1600;953,154;Pinus sylvestris;N;1465,217096;0
Bazi mire;63_7_1_6;Y;Intensive;27;Fire;13,83286335;0,019778468;0,538136235;0;1834,346675;0;1834,346675;0;2400;0;2400;953,154;Pinus sylvestris;N;1834,346675;0
Bazi mire;63_7_1_7;Y;Intensive;27;Fire;13,88664905;0,019813342;0,533760218;0;1600;0;1600;0;1600;0;1600;953,154;Pinus sylvestris;N;1600;0
Bazi mire;63_7_1_8;Y;Intensive;27;Fire;13,88332939;0,019823478;0,533552044;0;2000;0;2000;0;2000;0;2000;953,154;Pinus sylvestris;N;2000;0
Bazi mire;63_7_1_9;Y;Intensive;27;Fire;13,85283356;0,01979063;0,535933642;0;2400;0;2400;0;2400;0;2400;953,154;Pinus sylvestris;N;2400;0
Bazi mire;64_18_14_10;Y;Intensive;27;Fire;13,25953844;0,019795831;0,542562923;0;0;1535,129171;1535,129171;2000;0;0;2000;953,154;Pinus sylvestris;N;0;0
Bazi mire;64_18_14_2;Y;Intensive;27;Fire;13,10197353;0,019681201;0,54560233;0;79,56512883;490,1738127;569,7389415;800;400;0;1200;953,154;Pinus sylvestris;N;0;0
Bazi mire;64_18_14_3;Y;Intensive;27;Fire;13,08473015;0,019694188;0,542590963;0;1200;392,5213022;1592,521302;400;1200;0;1600;953,154;Pinus sylvestris;N;0;0
Bazi mire;64_18_14_4;Y;Intensive;27;Fire;13,09771351;0,01970996;0,547529515;0;0;1441,825373;1441,825373;1600;0;0;1600;953,154;Pinus sylvestris;N;0;0
Bazi mire;64_18_14_5;Y;Intensive;27;Fire;13,05753712;0,019723336;0,552104646;0;0;2705,477476;2705,477476;2800;0;0;2800;953,154;Pinus sylvestris;N;0;0
Bazi mire;64_18_14_6;Y;Intensive;27;Fire;13,1378326;0,019734488;0,55110692;0;0;1333,564178;1333,564178;1600;0;0;1600;953,154;Pinus sylvestris;N;0;0
Bazi mire;64_18_14_7;Y;Intensive;27;Fire;13,20756286;0,019747081;0,550500718;0;1156,346539;922,9554945;2079,302034;1600;1600;0;3200;953,154;Pinus sylvestris;N;0;0
Bazi mire;64_18_14_8;Y;Intensive;27;Fire;13,21490827;0,019761753;0,546307974;0;0;938,8685202;938,8685202;1600;0;0;1600;953,154;Pinus sylvestris;N;0;0
Bazi mire;64_18_14_9;Y;Intensive;27;Fire;13,24691996;0,019779465;0,543578927;0;0;0;0;0;0;0;0;953,154;Pinus sylvestris;N;0;0
Bazi mire;64_21b_12_2;Y;Intensive;27;Fire;13,57460065;0,020075473;0,539747498;0;1500,650949;0;1500,650949;0;2800;0;2800;953,154;Pinus sylvestris;N;1500,650949;0
Bazi mire;64_21b_12_4;Y;Intensive;27;Fire;13,47586395;0,020039476;0,559610187;0;1031,216689;0;1031,216689;0;1600;0;1600;953,154;Pinus sylvestris;N;1031,216689;0
Bazi mire;64_21b_12_5;Y;Intensive;27;Fire;13,58334157;0,02002588;0,523431005;0;2361,650881;0;2361,650881;0;2800;0;2800;953,154;Pinus sylvestris;N;2361,650881;0
Bazi mire;64_21b_12_6;Y;Intensive;27;Fire;13,31036267;0,020013229;0,532899492;0;1337,91289;0;1337,91289;0;1600;0;1600;953,154;Pinus sylvestris;N;1337,91289;0
Bazi mire;64_21b_12_7;Y;Intensive;27;Fire;13,30585465;0,020023515;0,532664984;0;2811,564314;0;2811,564314;0;3200;0;3200;953,154;Pinus sylvestris;N;2811,564314;0
Bazi mire;64_21b_12_8;Y;Intensive;27;Fire;13,35351816;0,02003749;0,533514586;0;808,434328;0;808,434328;0;1200;0;1200;953,154;Pinus sylvestris;N;808,434328;0
Bazi mire;64_28_2_1;Y;Intensive;27;Fire;12,5850045;0,019871069;0,532407924;0;1200;0;1200;0;1200;0;1200;953,154;Pinus sylvestris;N;1200;0
Bazi mire;64_28_2_3;Y;Intensive;27;Fire;12,55120855;0,019905484;0,531660772;0;2400;0;2400;0;2400;0;2400;953,154;Pinus sylvestris;N;2400;0
Bazi mire;64_28_2_8;Y;Intensive;27;Fire;12,39999962;0,019866657;0,542567666;0;1551,042197;0;1551,042197;0;2400;0;2400;953,154;Pinus sylvestris;N;1551,042197;0
Bazi mire;65_21_12_1;Y;Intensive;27;Fire;12,37696918;0,020037578;0,54359128;0;1852,434056;0;1852,434056;0;2400;0;2400;953,154;Pinus sylvestris;N;1852,434056;0
Bazi mire;65_21_12_2;Y;Intensive;27;Fire;12,67832291;0,020058605;0,539184194;0;1718,606783;0;1718,606783;0;4400;0;4400;953,154;Pinus sylvestris;N;1718,606783;0
Bazi mire;65_21_12_3;Y;Intensive;27;Fire;12,84828791;0,02007988;0,531881005;0;2087,999457;0;2087,999457;0;2400;0;2400;953,154;Pinus sylvestris;N;2087,999457;0
Bazi mire;70_11_2_1;Y;Intensive;27;Fire;13,27874205;0,019759258;0,537727557;0;2538,86852;0;2538,86852;0;2800;0;2800;953,154;Pinus sylvestris;N;2538,86852;0
Bazi mire;70_11_2_2;Y;Intensive;27;Fire;13,52359883;0,019731949;0,542782068;0;1960,695251;0;1960,695251;0;2000;0;2000;953,154;Pinus sylvestris;N;1960,695251;0
Bazi mire;70_11_2_3;Y;Intensive;27;Fire;13,79617613;0,01970452;0,551767323;0;1600;0;1600;0;1600;0;1600;953,154;Pinus sylvestris;N;1600;0
Bazi mire;70_13_2_3;Y;Intensive;27;Fire;12,55120855;0,019905484;0,531660772;0;1600;0;1600;0;1600;0;1600;953,154;Pinus sylvestris;N;1600;0
Bazi mire;70_13_2_5;Y;Intensive;27;Fire;14,43284057;0,019638468;0,540334465;0;1600;0;1600;0;1600;0;1600;953,154;Pinus sylvestris;N;1600;0
Bazi mire;70_13_2_8;Y;Intensive;27;Fire;14,41237429;0,019651505;0,541668028;0;1200;0;1200;0;1200;0;1200;953,154;Pinus sylvestris;N;1200;0
Bazi mire;83_1_2_4;N;Logging only;27;Fire;9,872389995;0,023423927;0,532369066;0;1843,999728;0;1843,999728;0;2000;0;2000;953,154;Pinus sylvestris;N;1843,999728;0
Bazi mire;83_1_2_6;N;Logging only;27;Fire;10,32193216;0,023439539;0,543224895;0;2342,607869;0;2342,607869;0;3200;0;3200;953,154;Pinus sylvestris;N;2342,607869;0
Bazi mire;83_1_2_8;N;Logging only;27;Fire;10,28360087;0,023453155;0,547714011;0;1875,82578;0;1875,82578;0;2000;0;2000;953,154;Pinus sylvestris;N;1875,82578;0
Bazi mire;99_35_12_6;N;None;27;Fire;12,20542896;0,019833138;0,536617391;0;1803,476253;259,9127542;2063,389008;1600;6400;0;8000;953,154;Pinus sylvestris;N;1803,476253;0
Bazi mire;99_35_12_7;N;None;27;Fire;12,19346514;0,019826293;0,536511833;0;3259,040296;848,6947076;4107,735004;4000;8000;0;12000;953,154;Pinus sylvestris;N;3259,040296;0
Bazi mire;99_35_12_8;N;None;27;Fire;12,18604496;0,019821942;0,536535661;0;2227,823607;424,3473538;2652,170961;3200;10400;0;13600;953,154;Pinus sylvestris;N;2227,823607;0
Bazi mire;99_35a_14_6;N;None;27;Fire;12,19036268;0,019824358;0,536821104;0;275,8257799;1851,215331;2127,041111;7200;800;0;8000;953,154;Pinus sylvestris;N;275,8257799;0
Bazi mire;99_35a_14_7;N;None;27;Fire;12,17992492;0,019817604;0,536841272;0;137,91289;1246,520352;1384,433242;6000;400;0;6400;953,154;Pinus sylvestris;N;137,91289;0
Bazi mire;99_35a_14_8;N;None;27;Fire;12,17288621;0,019810782;0,53685899;0;419,0430119;1198,781274;1617,824286;6000;2000;0;8000;953,154;Pinus sylvestris;N;419,0430119;0
belval;1;Y;Logging only;19;Wind;615,5815725;0,075355266;0,664542507;1625,603301;1914,461933;266,6666667;3806,7319;266,6666667;2666,666667;1866,666667;4800,000001;294,4366447;Picea abies;N;1625,603301;0
belval;2;Y;Logging only;19;Wind;617,1716568;0,075355266;0,664899155;800,0000001;477,4258524;0;1277,425852;0;800,0000001;800,0000001;1600;294,4366447;Picea abies;N;0;0
belval;3;Y;Logging only;19;Wind;616,8134546;0,075355266;0,668640307;757,5301853;2318,004077;0;3075,534262;0;3733,333334;800,0000001;4533,333334;294,4366447;Picea abies;N;266,6666667;0
belval;4;Y;Logging only;19;Wind;616,6833885;0,075355266;0,666311;0;771,6400177;266,6666667;1038,306684;266,6666667;1866,666667;0;2133,333334;294,4366447;Picea abies;N;0;0
bez11;1;Y;None;19;Wind;251,7145038;0,121473026;0,664257072;0;266,6666667;0;266,6666667;0;266,6666667;0;266,6666667;541,1268065;Quercus;N;0;0
bez11;2;Y;None;19;Wind;251,5328568;0,121473026;0,665809687;0;3005,761145;0;3005,761145;0;3733,333334;0;3733,333334;541,1268065;Quercus;N;0;0
bez11;3;Y;None;19;Wind;250,2687206;0,121473026;0,661996988;111,7448032;2312,086014;0;2423,830818;0;2400;533,3333334;2933,333334;541,1268065;Quercus;N;0;0
bez11;4;Y;None;19;Wind;250,9122602;0,121473026;0,66069978;266,6666667;1619,648557;0;1886,315224;0;3200;266,6666667;3466,666667;541,1268065;Quercus;N;379,825961;0
Bistrishko braniste;2_1;N;None;12;Wind;1573,105557;0,028765444;0,69366705;488,27454;0;10,01194538;498,2864854;100;0;1400;1500;650;Picea abies;N;33,54996266;0
Bistrishko braniste;2_10;N;None;12;Wind;1730,82148;0,029029123;0,747715428;0;0;0;0;0;0;0;0;650;Picea abies;N;0;0
Bistrishko braniste;2_11;N;None;12;Wind;1739,556763;0,02905892;0,77925982;0;0;0;0;0;0;0;0;650;Picea abies;N;0;0
Bistrishko braniste;2_12;N;None;12;Wind;1754,156476;0,029087486;0,651795456;487,3128628;0;0;487,3128628;0;0;800;800;650;Picea abies;N;487,3128628;0
Bistrishko braniste;2_13;N;None;12;Wind;1776,299233;0,029116691;0,503881217;0;123,2728002;0;123,2728002;0;200;0;200;650;Picea abies;N;0;0
Bistrishko braniste;2_14;N;None;12;Wind;1798,218561;0,029140971;0,467794804;23,27280018;0;0;23,27280018;0;0;100;100;650;Picea abies;N;23,27280018;0
Bistrishko braniste;2_2;N;None;12;Wind;1582,973881;0,028794535;0,712068342;306,325746;23,27280018;69,81840055;399,4169467;300;100;900;1300;650;Picea abies;N;306,325746;0
Bistrishko braniste;2_3;N;None;12;Wind;1595,602574;0,028823802;0,597997358;0;0;23,27280018;23,27280018;100;0;0;100;650;Picea abies;N;0;0
Bistrishko braniste;2_4;N;None;12;Wind;1614,087103;0,028853169;0,487591169;0;123,2728002;0;123,2728002;0;200;0;200;650;Picea abies;N;0;0
Bistrishko braniste;2_5;N;None;12;Wind;1634,180802;0,02888297;0,532837438;188,8477272;0;0;188,8477272;0;0;400;400;650;Picea abies;N;188,8477272;0
Bistrishko braniste;2_6;N;None;12;Wind;1656,364613;0,02891221;0,565414408;0;100;23,27280018;123,2728002;100;100;0;200;650;Picea abies;N;0;0
Bistrishko braniste;2_7;N;None;12;Wind;1678,632342;0,028940821;0,583630792;0;0;23,27280018;23,27280018;100;0;0;100;650;Picea abies;N;0;0
Bistrishko braniste;2_8;N;None;12;Wind;1703,55144;0,028970614;0,597805311;0;0;0;0;0;0;0;0;650;Picea abies;N;0;0
Bistrishko braniste;2_9;N;None;12;Wind;1720,585957;0,028999879;0,731093816;0;0;0;0;0;0;0;0;650;Picea abies;N;0;0
Bistrishko braniste;3_1;N;None;12;Wind;1572,716103;0,028782868;0,328680256;5,370646196;46,54560036;51,91624657;103,8324931;300;200;100;600;650;Picea abies;N;5,370646196;0
Bistrishko braniste;3_10;N;None;12;Wind;1726,568274;0,029241436;0,259506193;168,6780731;171,9269825;0;340,6050557;0;600;700;1300;650;Picea abies;N;113,1150915;0
Bistrishko braniste;3_11;N;None;12;Wind;1744,519557;0,029291859;0,241996741;0;133,2847456;0;133,2847456;0;300;0;300;650;Picea abies;N;0;0
Bistrishko braniste;3_12;N;None;12;Wind;1761,77321;0,029343049;0,282185465;227,768336;81,9520827;0;309,7204187;0;600;400;1000;650;Picea abies;N;127,768336;0
Bistrishko braniste;3_13;N;None;12;Wind;1777,039811;0,029393984;0,280818253;0;502,1222672;0;502,1222672;0;2300;0;2300;650;Picea abies;N;0;0
Bistrishko braniste;3_14;N;None;12;Wind;1790,286822;0,029445203;0,292545506;257,6715636;23,27280018;23,27280018;304,217164;100;100;500;700;650;Picea abies;N;257,6715636;0
Bistrishko braniste;3_2;N;None;12;Wind;1584,526128;0,028833285;0,292335318;33,28474556;0;0;33,28474556;0;0;200;200;650;Picea abies;N;33,28474556;0
Bistrishko braniste;3_3;N;None;12;Wind;1599,771586;0,028885021;0,340625733;450,1726033;46,54560037;0;496,7182036;0;200;900;1100;650;Picea abies;N;450,1726033;0
