site;plot;Pre-disturbance management;Post-disturbance management;Years since disturbance;Disturbance agent;Elevation;Aridity Change;HLI;Late-successional WDensity;Early-successional WDensity;Pioneer WDensity;Total WDensity;Pioneer RawDensity;Early-successional RawDensity;Late-successional RawDensity;Total RawDensity;Pre_Density;Pre_Sp1;Pre_Sp2;WDensity_Sp1;WDensity_Sp2
High Tatra;549;Y;Intensive;15;Wind;1112,822226;-0,010465293;0,948962981;276,1911165;1134,350655;1842,566415;3253,108186;2841,75;2399,5;1946,5;7187,75;670;Picea abies;N;276,1911165;0
High Tatra;608;Y;Intensive;15;Wind;748,0529064;-0,027967592;0,670268623;672,9717955;365,1119243;522,7429793;1560,826699;4155,75;2349,5;3323,25;9828,5;670;Picea abies;N;672,9717955;0
High Tatra;611;Y;Intensive;15;Wind;859,8358929;-0,024014506;0,784131395;1102,488344;171,1013352;1225,29364;2498,883319;5621,5;415,25;2334,25;8371;670;Picea abies;N;1102,488344;0
High Tatra;615;Y;Intensive;15;Wind;914,5869158;-0,022121163;0,710180254;5,867928251;120,879322;1378,867902;1505,615152;7605,25;442,5;265,5;8313,25;670;Picea abies;N;5,867928251;0
High Tatra;617;Y;Intensive;15;Wind;1002,060947;-0,021057022;0,675143825;1123,866769;160,7812341;506,5805981;1791,228601;1769;354;2546,5;4669,5;670;Picea abies;N;1123,866769;0
High Tatra;620;Y;Intensive;15;Wind;1060,757298;-0,018423843;0,966033033;500,4944973;1873,768949;521,9457948;2896,209241;1415;3938,5;1592,5;6946;670;Picea abies;N;500,4944973;0
High Tatra;622;Y;Intensive;15;Wind;1168,333968;-0,017804262;0,930247033;323,5169142;282,2933092;0;605,8102234;0;1044,5;1327;2371,5;670;Picea abies;N;323,5169142;0
High Tatra;624;Y;Intensive;15;Wind;1248,337467;-0,01722296;0,884182175;236,4775085;557,6096711;38,14153364;832,2287132;177;1819,25;708;2704,25;670;Picea abies;N;236,4775085;0
High Tatra;634;Y;Intensive;15;Wind;1288,019668;-0,013839352;0,609032976;728,7903402;594,378797;0;1323,169137;0;2133;2969,5;5102,5;670;Picea abies;N;728,7903402;0
High Tatra;639;Y;None;15;Wind;1380,163455;-0,012193206;0,902927962;501,6332732;316,5697563;82,03496304;900,2379925;176,75;530,5;1681,25;2388,5;670;Picea abies;N;501,6332732;0
High Tatra;641;Y;Intensive;15;Wind;1342,116568;-0,011675764;0,828263618;381,1288071;578,9510187;385,4996266;1345,579452;1200;2122,75;1769,5;5092,25;670;Picea abies;N;336,5325524;0
High Tatra;649;Y;Intensive;15;Wind;1077,80586;-0,00987099;0,854603789;2150,407803;930,1607799;129,764771;3210,333354;188,5;3536,75;6882;10607,25;670;Picea abies;N;2061,907803;0
High Tatra;651;Y;Intensive;15;Wind;1007,271619;-0,009702037;0,786546787;625,6304899;1567,346179;92,45412717;2285,430796;707,5;7605,5;3184,75;11497,75;670;Picea abies;N;559,9096935;0
High Tatra;705;Y;Intensive;15;Wind;790,1244344;-0,024614758;0,755088099;554;204,9301991;1493,818744;2252,748943;7352,5;365,5;554;8272;670;Picea abies;N;554;0
High Tatra;707;Y;Intensive;15;Wind;818,5395728;-0,023699083;0,690866671;1602,19245;50,44429168;1384,373568;3037,010309;6544;442,25;3619;10605,25;670;Picea abies;N;1602,19245;0
High Tatra;711;Y;Intensive;15;Wind;899,2450407;-0,02174899;0,843277555;821,0705387;419,4782994;4182,240433;5422,789271;9347;846,25;3007;13200,25;670;Picea abies;N;821,0705387;0
High Tatra;713;Y;Intensive;15;Wind;945,3666688;-0,019323272;0,852515274;485,6851415;365,1203979;859,6452313;1710,450771;4560,25;1035;1250,5;6845,75;670;Picea abies;N;485,6851415;0
High Tatra;715;Y;Intensive;15;Wind;986,8853912;-0,01866114;0,735105474;565,7682997;49,25578757;72,74241903;687,7665063;619,25;353,75;1334,75;2307,75;670;Picea abies;N;565,7682997;0
High Tatra;718;Y;Intensive;15;Wind;1058,261719;-0,017429384;0,642675926;127,8756661;1429,556638;514,0657767;2071,498081;807,75;3659,75;707,75;5175,25;670;Picea abies;N;127,8756661;0
High Tatra;726;Y;Intensive;15;Wind;1243,657034;-0,014549415;0,445415162;89,19250942;2642,43955;619;3350,63206;619;5886,25;354;6859,25;670;Picea abies;N;89,19250942;0
High Tatra;729;Y;Intensive;15;Wind;1299,287506;-0,013497116;0,495922464;888,5368588;84,49816682;7,041513902;980,0765395;88,5;354;1969,25;2411,75;670;Picea abies;N;888,5368588;0
High Tatra;731;Y;Intensive;15;Wind;1286,227746;-0,012974442;0,890218409;370,9482674;822,2158294;0;1193,164097;0;1042,25;985;2027,25;670;Picea abies;N;370,9482674;0
High Tatra;733;Y;Intensive;15;Wind;1223,590829;-0,012479727;0,931238375;319,1509154;323,4751144;335,4423207;978,0683505;1238,25;669,5;692,5;2600,25;670;Picea abies;N;319,1509154;0
High Tatra;735;Y;Intensive;15;Wind;1132,428798;-0,011994306;0,915767584;12,90944215;200;56,33211121;269,2415534;177;200;88,5;465,5;670;Picea abies;N;12,90944215;0
High Tatra;775;Y;Intensive;15;Wind;783,8621337;-0,023090699;0,727589183;2815,700401;663,827211;606,0910417;4085,618654;2792;1730,75;4160,5;8683,25;670;Picea abies;N;2815,700401;0
High Tatra;778;Y;Intensive;15;Wind;871,0493449;-0,020944557;0,776901159;386,4779291;3921,248735;1121,137467;5428,864131;2362,5;6000,25;1200;9562,75;670;Picea abies;N;386,4779291;0
High Tatra;779;Y;Intensive;15;Wind;873,8896105;-0,019516569;0,746403526;5131,494912;841,3188843;292,0393851;6264,853181;796;992,5;11033,5;12822;670;Picea abies;N;5131,494912;0
High Tatra;781;Y;Intensive;15;Wind;924,8277975;-0,018895076;0,833643289;1473,055727;918,0728149;366,2276586;2757,3562;2349,25;1185;2549,25;6083,5;670;Picea abies;N;1473,055727;0
High Tatra;783;Y;Intensive;15;Wind;951,6393578;-0,018278287;0,807417199;661,0906043;71,1245417;248,3739728;980,5891188;1641,75;227;1373,25;3242;670;Picea abies;N;661,0906043;0
High Tatra;786;Y;Intensive;15;Wind;982,2449403;-0,017144812;0,82313414;917,6217311;152,8113543;294,6037848;1365,03687;365,5;188,5;1830,5;2384,5;670;Picea abies;N;917,6217311;0
High Tatra;788;Y;Intensive;15;Wind;1007,16522;-0,016711007;0,505654112;556,8396373;146,3811552;2512,714941;3215,935734;6555,5;375,5;1338,75;8269,75;670;Picea abies;N;556,8396373;0
High Tatra;792;Y;Intensive;15;Wind;1196,35819;-0,015880678;0,401514677;968,9603812;412,2699515;177,379183;1558,609516;619,25;1553,25;3991,5;6164;670;Picea abies;N;968,9603812;0
High Tatra;794;Y;Intensive;15;Wind;1250,748479;-0,015348014;0,824497694;1410,283839;82,15099552;884,25;2376,684835;884,25;177;4730,25;5791,5;670;Picea abies;N;1410,283839;0
High Tatra;796;Y;Intensive;15;Wind;1158,713792;-0,014817634;0,946836644;1095,373839;238,0025068;40,45057998;1373,826926;265,25;795,75;2154;3215;670;Picea abies;N;1095,373839;0
High Tatra;800;Y;Intensive;15;Wind;1124,945336;-0,013827141;0,932590892;665,5;602,1602463;0;1267,660246;0;688,5;665,5;1354;670;Picea abies;N;665,5;0
High Tatra;804;Y;Intensive;15;Wind;1034,811947;-0,012852259;0,726553255;672,6916697;50;590,0828432;1312,774513;2918,75;50;3272,75;6241,5;670;Picea abies;N;672,6916697;0
High Tatra;836;Y;Intensive;15;Wind;827,8659342;-0,019832128;0,817021008;3191,330584;1203,319647;1497,205603;5891,855834;5571,75;2776,5;9560;17908,25;670;Picea abies;N;3191,330584;0
High Tatra;838;Y;Intensive;15;Wind;859,770685;-0,019146683;0,680895148;1956,537323;268,9698119;1818,709372;4044,216506;4572,5;630,75;4000,25;9203,5;670;Picea abies;N;1956,537323;0
High Tatra;840;Y;Intensive;15;Wind;883,4106296;-0,018510387;0,775906006;374,3904572;71,58872466;1323,7151;1769,694281;1404;265,5;1427,25;3096,75;670;Picea abies;N;374,3904572;0
hmad;1;Y;Logging only;19;Wind;322,8977315;0,092945979;0,656377654;2677,069613;1560,459435;0;4237,529048;0;2133,333334;5333,333334;7466,666668;448,63853;Pinus nigra;N;0;0
hmad;2;Y;Logging only;19;Wind;323,7039602;0,092945979;0,657656057;45,97096332;643,5934865;0;689,5644498;0;7466,666668;533,3333334;8000,000001;448,63853;Pinus nigra;N;0;0
hmad;3;Y;Logging only;19;Wind;323,0814075;0,092945979;0,667884441;533,3333334;289,6521484;0;822,9854818;0;533,3333334;533,3333334;1066,666667;448,63853;Pinus nigra;N;0;0
hmad;4;Y;Logging only;19;Wind;323,4170259;0,092945979;0,657806573;2035,768074;186,3592129;0;2222,127286;0;533,3333334;3200;3733,333334;448,63853;Pinus nigra;N;0;0
Istebna;1;Y;Logging only;9;BarkBeetle;572,7235645;0,145668282;0,513999838;964,9924042;238,2975609;0;1203,289965;0;3200;7600;10800;392;Picea abies;N;908,7663798;0
Istebna;2;Y;Logging only;9;BarkBeetle;579,8667254;0,145682214;0,655881368;572,7363191;179,6845826;0;752,4209017;0;2800;7100;9900;392;Picea abies;N;470,2299114;0
Istebna;3;Y;Logging only;9;BarkBeetle;581,0328975;0,145692325;0,763308606;943,7750365;370,3756747;591,5667329;1905,717444;2100;3200;7300;12600;392;Picea abies;N;615,0384459;0
Istebna;4;Y;Logging only;9;BarkBeetle;585,1252047;0,145704996;0,732859136;801,7512816;115,6346539;0;917,3859355;0;1600;7300;8900;392;Picea abies;N;252,8845011;0
Istebna;5;Y;Logging only;9;BarkBeetle;589,611874;0,145716346;0,752616226;1127,96831;262,9627508;256,3454782;1647,276539;500;1100;5000;6600;392;Picea abies;N;656,1470957;0
Istebna;6;Y;Logging only;9;BarkBeetle;591,7515418;0,145728925;0,786282926;1328,737652;121,7346471;719,9318074;2170,404106;2600;400;4200;7200;392;Picea abies;N;612,9167091;0
Istebna;7;Y;Logging only;9;BarkBeetle;586,3636103;0,145716812;0,433676463;2280,469201;117,2259565;82,88034254;2480,5755;300;400;17900;18600;392;Picea abies;N;2138,97588;0
Istebna;8;Y;Logging only;9;BarkBeetle;573,0814253;0,145698934;0,434579561;2658,429872;163,9041654;242,0106002;3064,344638;800;800;11700;13300;392;Picea abies;N;2603,397325;0
Istebna;9;Y;Logging only;9;BarkBeetle;550,6256039;0,145633695;0,655704744;1824,958838;385,4930492;149,1846166;2359,636504;400;1600;11100;13100;392;Picea abies;N;1388,941932;0
Istebna;10;Y;Logging only;9;BarkBeetle;560,2144647;0,14566821;0,529516854;1925,873943;401,0082493;213,7649795;2540,647172;800;1400;9000;11200;392;Picea abies;N;1613,84603;0
Jelovica;1;Y;Logging only;11;Wind;1245,034649;0,071432947;0,365903938;0;57,18743635;143,7973943;200,9848306;1875;1250;0;3125;388;Picea abies;N;0;0
Jelovica;2;Y;Logging only;11;Wind;1262,121649;0,071767665;0,34022906;109,8164539;159,1302577;0;268,9467115;0;3750;3125;6875;388;Picea abies;N;15,74726508;0
Jelovica;3;Y;Logging only;11;Wind;1295,036744;0,072203794;0,451486752;0;0;0;0;0;4375;1250;5625;388;Picea abies;N;0;0
Jelovica;4;Y;Logging only;11;Wind;1288,878665;0,071868513;0,627218715;543,695047;55,11542778;0;598,8104748;0;3750;0;3750;388;Picea abies;N;543,695047;0
Jelovica;8;Y;Logging only;11;Wind;1249,898397;0,070289638;0,776534367;0;200,5704289;0;200,5704289;0;20000;4375;24375;388;Picea abies;N;0;0
Jelovica;9;Y;Logging only;11;Wind;1246,940869;0,069947288;0,783186316;1243,61954;1742,559202;0;2986,178741;0;0;15625;15625;388;Picea abies;N;1152,865565;0
Jelovica;10;Y;Logging only;11;Wind;1258,038217;0,069732074;0,708835315;12198,53461;0;0;12198,53461;0;9375;12500;21875;388;Picea abies;N;12107,78063;0
Jelovica;11;Y;Logging only;11;Wind;1258,05293;0,07006015;0,617601684;1427,199498;404,0416699;0;1831,241168;0;0;1250;1250;388;Picea abies;N;1427,199498;0
Jelovica;12;Y;Logging only;11;Wind;1269,729248;0,07041178;0,528511993;181,5079501;0;0;181,5079501;1875;0;1875;3750;388;Picea abies;N;181,5079501;0
Jelovica;13;Y;Logging only;11;Wind;1271,860449;0,070747899;0,763049884;572,2887652;0;65,06106888;637,3498341;0;625;1250;1875;388;Picea abies;N;300,4412417;0
Jelovica;14;Y;Logging only;11;Wind;1264,421271;0,071075382;0,729733352;543,695047;271,8475235;0;815,5425705;2500;4375;1250;8125;388;Picea abies;N;271,8475235;0
Jelovica;15;Y;Logging only;11;Wind;1276,166722;0,07139688;0,293934513;181,5079501;1054,237957;725,2029971;1960,948904;0;8125;0;8125;388;Picea abies;N;181,5079501;0
Jelovica;16;Y;Logging only;11;Wind;1295,617593;0,071717153;0,320336977;0;570,6311583;0;570,6311583;0;12500;5000;17500;388;Picea abies;N;0;0
Jelovica;17;Y;Logging only;11;Wind;1304,002939;0,072022101;0,503909279;2656,262826;770,7871855;0;3427,050011;0;4375;25000;29375;388;Picea abies;N;2541,05915;0
Jelovica;18;Y;Logging only;11;Wind;1285,502493;0,071501005;0,486564268;8539,161691;1688,686979;0;10227,84867;0;3125;0;3125;388;Picea abies;N;7937,864806;0
Jelovica;19;Y;Logging only;11;Wind;1284,498408;0,071175402;0,866122206;0;354,3134643;0;354,3134643;0;0;625;625;388;Picea abies;N;0;0
Jelovica;20;Y;Logging only;11;Wind;1288,57998;0,070840765;0,94482647;28,59371817;0;0;28,59371817;2500;1250;5000;8750;388;Picea abies;N;28,59371817;0
Jelovica;21;Y;Logging only;11;Wind;1284,828809;0,070478239;0,817364681;5151,737787;362,6014986;510,9573117;6025,296597;0;0;2500;2500;388;Picea abies;N;28,59371817;0
Jelovica;22;Y;Logging only;11;Wind;1275,211192;0,070150067;0,905061006;234,5513693;0;0;234,5513693;0;0;625;625;388;Picea abies;N;234,5513693;0
Jelovica;23;Y;Logging only;11;Wind;1262,459506;0,069801482;0,675317125;1972,5;0;0;1972,5;0;1250;7500;8750;388;Picea abies;N;1972,5;0
Jelovica;24;Y;Logging only;11;Wind;1257,830402;0,069449427;0,713295366;1895,059033;2001,093718;0;3896,152751;0;1875;4375;6250;388;Picea abies;N;1895,059033;0
Jelovica;26;Y;Logging only;11;Wind;1273,600192;0,069117573;0,521273702;5498,229772;258,5866687;119,3476932;5876,164134;1250;3750;10625;15625;388;Picea abies;N;5226,382248;0
Jelovica;27;Y;Logging only;11;Wind;1288,853305;0,069447992;0,480537743;1627,355526;0;0;1627,355526;0;0;6875;6875;388;Picea abies;N;1445,847575;0
Jelovica;28;Y;Logging only;11;Wind;1302,796491;0,069802977;0,733714893;1997,001853;171,9767108;0;2168,978564;0;3125;6250;9375;388;Picea abies;N;36,46735071;0
Jelovica;29;Y;Logging only;11;Wind;1297,07053;0,070835556;0,920603493;15,74726508;55,11542778;0;70,86269286;0;4375;1250;5625;388;Picea abies;N;0;0
Jelovica;30;Y;Logging only;11;Wind;1291,415578;0,071157967;0,750911698;28,59371817;93,65478706;143,7973943;266,0458995;1875;2500;625;5000;388;Picea abies;N;28,59371817;0
Jelovica;31;Y;Logging only;11;Wind;1303,992557;0,071474016;0,937384785;634,4490221;0;271,8475235;906,2965456;625;0;1875;2500;388;Picea abies;N;0;0
Jelovica;32;Y;Logging only;11;Wind;1321,487946;0,071793839;0,279417633;2524,06868;906,2965456;271,8475235;3702,212749;625;2500;2500;5625;388;Picea abies;N;7,873632541;0
Jelovica;33;Y;Logging only;11;Wind;1351,466549;0,072124112;0,432273979;86,19555623;291,7388057;0;377,9343619;0;3750;1250;5000;388;Picea abies;N;57,60183806;0
Jelovica;34;Y;Logging only;11;Wind;1341,197167;0,07164557;0,487937934;419,7889349;200,9848306;0;620,7737655;0;3125;2500;5625;388;Picea abies;N;271,8475235;0
Jelovica;35;Y;Logging only;11;Wind;1322,730729;0,071304723;0,719548554;0;397,4112424;0;397,4112424;0;6875;0;6875;388;Picea abies;N;0;0
Jelovica;36;Y;Logging only;11;Wind;1311,003292;0,070988336;0,697222878;0;57,60183806;90,75397507;148,3558131;625;625;0;1250;388;Picea abies;N;0;0
Jelovica;37;Y;Logging only;11;Wind;1299,053311;0,069966253;0,7772105;0;0;0;0;0;0;0;0;388;Picea abies;N;0;0
Jelovica;38;Y;Logging only;11;Wind;1296,955732;0,069719339;0,675467318;227,5065402;7,873632541;65,06106889;300,4412417;1875;625;6875;9375;388;Picea abies;N;227,5065402;0
Jelovica;39;Y;Logging only;11;Wind;1308,870566;0,070053484;0,587805683;2529,093652;0;0;2529,093652;0;0;10000;10000;388;Picea abies;N;1594,203389;0
Jelovica;40;Y;Logging only;11;Wind;1327,104857;0,070417196;0,598332918;530,0197905;146,2838046;0;676,3035951;0;4375;5000;9375;388;Picea abies;N;530,0197905;0
Jelovica;41;Y;Logging only;11;Wind;1341,807529;0,070781187;0,539813804;1079,516461;902,5669301;0;1982,083392;0;5625;5625;11250;388;Picea abies;N;898,0085113;0
Jelovica;42;Y;Logging only;11;Wind;1362,286039;0,071103649;0,659272702;237,866583;872,7300068;0;1110,59659;0;8750;3750;12500;388;Picea abies;N;36,46735071;0
Jelovica;43;Y;Logging only;11;Wind;1373,590915;0,071402893;0,66345714;39,3681627;65,06106889;0;104,4292316;0;1875;3125;5000;388;Picea abies;N;7,873632541;0
Jelovica;44;Y;Logging only;11;Wind;1361,457438;0,070475975;0,340092941;1160,324795;363,0159004;0;1523,340696;0;15000;18750;33750;388;Picea abies;N;292,1532074;0
Jelovica;45;Y;Logging only;11;Wind;1337,934531;0,070128609;0,312277142;516,7589357;210,9304717;148,3558131;876,0452205;1250;6875;6250;14375;388;Picea abies;N;422,6897469;0
Jelovica;46;Y;Logging only;11;Wind;1313,974191;0,069733568;0,454186995;0;15,74726508;57,60183806;73,34910314;625;1250;0;1875;388;Picea abies;N;0;0
Jelovica;47;Y;Logging only;11;Wind;1306,113994;0,069319365;0,709380167;57,60183806;7,873632541;0;65,4754706;0;625;625;1250;388;Picea abies;N;0;0
Jelovica;48;Y;Logging only;11;Wind;1308,104696;0,068698983;0,837975844;205,5432495;0;28,59371817;234,1369677;625;0;2500;3125;388;Picea abies;N;205,5432495;0
Jelovica;49;Y;Logging only;11;Wind;1333,488621;0,069183513;0,859593321;0;651,0250906;0;651,0250906;0;5625;0;5625;388;Picea abies;N;0;0
Jelovica;50;Y;Logging only;11;Wind;1359,775431;0,069685802;0,363416066;692,0508601;0;0;692,0508601;0;0;2500;2500;388;Picea abies;N;420,2033366;0
Jelovica;51;Y;Logging only;11;Wind;1379,021211;0,07011629;0,294713147;1382,858515;154,5718388;0;1537,430354;0;10625;39375;50000;388;Picea abies;N;120,1764967;0
Jelovica;52;Y;Logging only;11;Wind;1370,160014;0,068910675;0,217857278;1036,833085;0;0;1036,833085;0;0;5625;5625;388;Picea abies;N;634,4490221;0
Jelovica;53;Y;Logging only;11;Wind;1334,861774;0,068499265;0,204050551;0;382,9071825;57,60183806;440,5090205;625;3750;0;4375;388;Picea abies;N;0;0
Jelovica;54;Y;Logging only;11;Wind;1306,953339;0,06804539;0,291304563;57,60183806;201,3992323;362,6014986;621,602569;1250;2500;625;4375;388;Picea abies;N;57,60183806;0
Jelovica;55;Y;Logging only;11;Wind;1291,887096;0,067626582;0,44095561;629,8906032;90,75397507;0;720,6445783;0;625;2500;3125;388;Picea abies;N;86,19555623;0
Jelovica;56;Y;Logging only;11;Wind;1280,415083;0,066666475;0,762382287;5201,103743;7,873632541;57,60183806;5266,579214;625;625;10625;11875;388;Picea abies;N;2903,246247;0
Jelovica;57;Y;Logging only;11;Wind;1285,37536;0,067077622;0,441952142;142,9685909;0;115,2036761;258,172267;1250;0;3125;4375;388;Picea abies;N;142,9685909;0
Jelovica;58;Y;Logging only;11;Wind;1305,932206;0,067528962;1,007717267;0;0;271,8475235;271,8475235;625;0;0;625;388;Picea abies;N;0;0
Jelovica;59;Y;Logging only;11;Wind;1341,617928;0,067959744;0,960367002;261,073079;15,74726508;0;276,820344;0;1250;6250;7500;388;Picea abies;N;57,18743635;0
Jelovica;60;Y;Logging only;11;Wind;1373,081929;0,068395792;0,312269581;0;362,6014986;0;362,6014986;0;1250;0;1250;388;Picea abies;N;0;0
Jelovica;61;Y;Logging only;11;Wind;1383,351872;0,067950451;0,464454977;0;0;0;0;0;0;0;0;388;Picea abies;N;0;0
Jelovica;62;Y;Logging only;11;Wind;1357,074306;0,067512556;0,611873345;57,60183806;0;0;57,60183806;0;0;625;625;388;Picea abies;N;0;0
Jelovica;63;Y;Logging only;11;Wind;1334,120209;0,06707115;0,697408823;0;811,3985533;0;811,3985533;0;3750;0;3750;388;Picea abies;N;0;0
Jelovica;64;Y;Logging only;11;Wind;1288,494919;0,066609981;0,249217571;28,59371817;358,0430797;0;386,6367979;0;1875;625;2500;388;Picea abies;N;28,59371817;0
Jelovica;65;Y;Logging only;11;Wind;1268,093625;0,066156576;0,318175621;271,8475235;0;271,8475235;543,695047;625;0;625;1250;388;Picea abies;N;0;0
Jelovica;66;Y;Logging only;11;Wind;1244,064038;0,065678032;0,385897667;0;0;57,60183806;57,60183806;625;0;0;625;388;Picea abies;N;0;0
Jelovica;67;Y;Logging only;11;Wind;1218,611784;0,064787733;0,680694456;239,1097882;0;239,1097882;478,2195763;1875;0;1875;3750;388;Picea abies;N;239,1097882;0
Jelovica;68;Y;Logging only;11;Wind;1242,702099;0,065289429;0,188336073;782,3904335;28,59371817;543,695047;1354,679199;1250;625;3750;5625;388;Picea abies;N;57,18743635;0
Jelovica;69;Y;Logging only;11;Wind;1282,812758;0,065749051;0,172067867;28,59371817;815,5425705;0;844,1362887;0;1875;625;2500;388;Picea abies;N;28,59371817;0
Jelovica;70;Y;Logging only;11;Wind;1327,992711;0,066234547;0,173358758;90,75397507;0;543,695047;634,4490221;1250;0;625;1875;388;Picea abies;N;90,75397507;0
Jelovica;71;Y;Logging only;11;Wind;1364,389075;0,066695965;0,430361476;0;0;814,2993653;814,2993653;9375;0;0;9375;388;Picea abies;N;0;0
Jelovica;72;Y;Logging only;11;Wind;1394,264338;0,067174181;0,177262285;797,7232969;0;263,5594893;1061,282786;2500;0;9375;11875;388;Picea abies;N;94,06918877;0
Jelovica;73;Y;Logging only;11;Wind;1319,100919;0,065454022;0,785285326;1599,590611;0;629,8906032;2229,481214;2500;0;31250;33750;388;Picea abies;N;1591,716978;0
Jelovica;74;Y;Logging only;11;Wind;1276,610014;0,06488802;0,249705372;57,60183806;0;0;57,60183806;0;0;625;625;388;Picea abies;N;0;0
Jelovica;75;Y;Logging only;11;Wind;1234,50351;0,06435307;0,232240244;7,873632541;94,06918877;926,6022295;1028,545051;5000;1875;625;7500;388;Picea abies;N;7,873632541;0
Jelovica;76;Y;Logging only;11;Wind;1218,332556;0,063777714;0,726316188;2399,385916;535,4070128;0;2934,792929;0;3125;17500;20625;388;Picea abies;N;2308,631941;0
Jelovica;77;Y;Logging only;11;Wind;1218,448002;0,063207309;0,694196657;1857,762877;0;114,7892744;1972,552152;1875;0;29375;31250;388;Picea abies;N;1857,762877;0
Jelovica;78;Y;Logging only;11;Wind;1216,574335;0,062768096;0,867425514;5272,328686;0;57,60183806;5329,930524;625;0;10625;11250;388;Picea abies;N;5272,328686;0
Jelovica;81;Y;Logging only;11;Wind;1311,724679;0,064106132;0,24169111;57,60183806;0;0;57,60183806;0;0;625;625;388;Picea abies;N;57,60183806;0
Jelovica;82;Y;Logging only;11;Wind;1300,564358;0,062932684;1,035948827;0;90,75397507;634,4490221;725,2029971;1875;625;0;2500;388;Picea abies;N;0;0
Kotlov zlab;1;N;None;26;BarkBeetle;1509,722036;-0,00284924;0,926818536;454,2312852;135,1102083;0;589,3414936;0;1299;2728;4027;473,33;Picea abies;N;454,2312852;0
Kotlov zlab;2;N;None;20;BarkBeetle;1487,970054;-0,008233459;1,030222784;370,9263528;994,2754783;0;1365,201831;0;6382;2838;9220;743;Picea abies;N;370,9263528;0
Kotlov zlab;4;N;None;24;BarkBeetle;1369,110744;-0,062352175;0,995180042;1254,67325;5026,905257;6,576057898;6288,154565;58;22855;3099;26012;401,33;Picea abies;N;1254,67325;0
la_coubre_258_1;1;Y;Logging only;19;Wind;5,13227444;0,031011774;0,695413531;0;1306,513129;0;1306,513129;0;2400;0;2400;321,3145756;Pinus pinaster;N;391,7961265;0
la_coubre_258_1;2;Y;Logging only;19;Wind;5,198475;0,031011774;0,695646461;0;3295,364485;0;3295,364485;0;6400,000001;0;6400,000001;321,3145756;Pinus pinaster;N;2068,675946;0
la_coubre_258_1;3;Y;Logging only;19;Wind;5,0951396;0,031011774;0,695603483;0;4460,110125;0;4460,110125;0;8000,000001;0;8000,000001;321,3145756;Pinus pinaster;N;4005,351211;0
la_coubre_258_1;4;Y;Logging only;19;Wind;5,07572034;0,031011774;0,695497649;0;4937,076549;0;4937,076549;0;8266,666668;0;8266,666668;321,3145756;Pinus pinaster;N;4193,853663;0
la_coubre_258_2;1;Y;Logging only;19;Wind;5,03856023;0,031011774;0,695435143;0;815,9114648;0;815,9114648;0;1866,666667;0;1866,666667;238,7324146;Pinus pinaster;N;0;0
la_coubre_258_2;2;Y;Logging only;19;Wind;5,07627944;0,031011774;0,695426499;0;1355,144866;0;1355,144866;0;1866,666667;0;1866,666667;238,7324146;Pinus pinaster;N;1241,985572;0
la_coubre_258_2;3;Y;Logging only;19;Wind;5,0459763;0,031011774;0,695416274;0;3685,156215;0;3685,156215;0;9600,000001;0;9600,000001;238,7324146;Pinus pinaster;N;1346,73592;0
la_coubre_258_2;4;Y;Logging only;19;Wind;5,02025967;0,031011774;0,695398862;0;1079,362008;0;1079,362008;0;2666,666667;0;2666,666667;238,7324146;Pinus pinaster;N;822,9854818;0
larfeuil_29;1;Y;Logging only;19;Wind;822,0621716;0,079911473;0,733794577;0;45,97096332;266,6666667;312,63763;266,6666667;533,3333334;0;800,0000001;906,6960834;Picea abies;N;0;0
larfeuil_29;2;Y;Logging only;19;Wind;822,6830771;0,079911473;0,726615396;0;0;0;0;0;0;0;0;906,6960834;Picea abies;N;0;0
larfeuil_29;3;Y;Logging only;19;Wind;816,4044592;0,079911473;0,705215249;0;22,98548166;0;22,98548166;0;266,6666667;0;266,6666667;906,6960834;Picea abies;N;0;0
larfeuil_29;4;Y;Logging only;19;Wind;812,8852703;0,079911473;0,721961994;266,6666667;285,3735954;0;552,0402621;0;1866,666667;266,6666667;2133,333334;906,6960834;Picea abies;N;266,6666667;0
lav128;1;Y;Logging only;19;Wind;298,9590473;0,105041299;0,668851916;4497,746753;0;2585,951541;7083,698294;2666,666667;0;7733,333334;10400;206,901426;Abies alba;Fagus sylvatica;0;4498
lav128;2;Y;Logging only;19;Wind;296,9013958;0,105041299;0,674348534;1006,100723;0;1600;2606,100724;1600;0;2400;4000,000001;206,901426;Abies alba;Fagus sylvatica;0;1006
lav128;3;Y;Logging only;19;Wind;296,9606595;0,105041299;0,680564081;5199,69848;22,98548166;2122,500569;7345,18453;2133,333334;266,6666667;10666,66667;13066,66667;206,901426;Abies alba;Fagus sylvatica;0;5200
lav128;4;Y;Logging only;19;Wind;299,9613734;0,105041299;0,675730725;4599,053494;0;2666,666667;7265,720161;2666,666667;0;10400;13066,66667;206,901426;Abies alba;Fagus sylvatica;0;4599
lav93;1;Y;Logging only;19;Wind;793,7512598;0,105803307;0,690924089;1173,70774;533,3333334;1287,193148;2994,234221;1333,333334;533,3333334;2133,333334;4000,000001;238,7324146;Abies alba;Picea abies;94,77090901;1079
lav93;2;Y;Logging only;19;Wind;798,4869416;0,105803307;0,666873631;1133,466296;0;0;1133,466296;0;0;2666,666667;2666,666667;238,7324146;Abies alba;Picea abies;45,97096332;1087
